Grado,Area,Pregunta,ImagenPregunta,Opcion1,ImagenOpcion1,Opcion2,ImagenOpcion2,Opcion3,ImagenOpcion3,Opcion4,ImagenOpcion4,Respuesta
10°,Inglés,What does María want to be?,img/texto33.webp,A teacher,,A nurse,,A singer,,A doctor,,A doctor
10°,Inglés,What does he do before school?,img/texto34.webp,Takes his dog for a walk,,Feeds his pets,,Does his homework,,Plays soccer,,Feeds his pets
10°,Inglés,What kind of person is David?,img/texto34.webp,Lazy,,Irresponsible,,Animal lover,,Serious,,Animal lover
10°,Inglés,When does he walk his dog?,img/texto34.webp,Every day,,In the afternoons,,At night,,On weekends,,On weekends
10°,Inglés,Where does David take his dog on weekends?,img/texto34.webp,To the park,,To the beach,,To school,,To the vet,,To the park
10°,Inglés,Where does María live?,img/texto33.webp,Bogotá,,Medellín,,Cartagena,,Cali,,Cartagena
10°,Inglés,Why does she take the bus?,img/texto33.webp,She likes it,,It’s far,,It’s fun,,It’s cheap,,It’s far
10°,Inglés,“How do you spell your name?” – “_____.”,,Slowly,,A-N-A,,With letters,,My name,,A-N-A
10°,Inglés,“How old are you?” – “I’m _____.”,,fine,,happy,,fifteen,,tired,,fifteen
10°,Inglés,“Library” means a place where you _____.,,buy food,,borrow books,,play games,,sleep,,borrow books
10°,Inglés,“Thank you very much.” – “_____.”,,Goodbye,,You’re welcome,,Good night,,"Yes, please",,You’re welcome
10°,Inglés,“Weather” refers to _____ .,,clothes,,rain and sunshine,,travel,,months,,rain and sunshine
10°,Inglés,“What time is it?” – “_____.”,,It’s raining,,It’s five o’clock,,It’s blue,,It’s Monday,,It’s five o’clock
10°,Inglés,“What’s the weather like?” – “_____.”,,It’s sunny,,It’s Monday,,It’s big,,I’m fine,,It’s sunny
10°,Inglés,“What’s your name?” – “_____.”,,I’m fine,,My name is Sara,,"Yes, it is",,I’m 14,,My name is Sara
10°,Inglés,“Where are you from?” – “_____.”,,I’m from Colombia,,I’m of Colombia,,I’m to Colombia,,I from Colombia,,I’m from Colombia
10°,Inglés,“Would you like some coffee?” – “_____.”,,"Yes, please",,I like,,I’m fine,,I do,,"Yes, please"
10°,Lenguaje,"De acuerdo con la historia, la bella mujer se fue cuando:",img/texto32.webp,Los tres amigos peleaban por su amor.,,Niko estaba tendido en la arena.,,Félix por fin logró cazar un cangrejo.,,Siso le lanzó las bolas de arena a Niko.,,Los tres amigos peleaban por su amor.
10°,Lenguaje,"De lo dicho en el último párrafo del texto, se puede inferir que, para el autor, el agua",img/texto31.webp,no es un elemento que refleje las ondas de los murciélagos.,,interfiere en las ondas emitidas por los murciélagos.,,deja pasar las ondas y no les permite devolverse.,,cae en una dirección diferente a la de las ondas.,,interfiere en las ondas emitidas por los murciélagos.
10°,Lenguaje,"De los siguientes planteamientos, el que presenta una crítica válida a la idea del profesor Luca Giuggioli sobre el carácter extraordinario de la ecolocalización es:",img/texto31.webp,“La ecolocalización no permite rastrear con precisión insectos en la oscuridad”.,,“La ecolocalización consiste en emitir unos sonidos a altas frecuencias”.,,“La ecolocalización depende del tiempo que tarde en llegar el eco al oído”.,,“La ecolocalización no es efectiva cuando se emplea bajo la lluvia”.,,“La ecolocalización no es efectiva cuando se emplea bajo la lluvia”.
10°,Lenguaje,"En la anterior historia, el signo de guion largo (−) se utiliza para:",img/texto32.webp,Señalar la intervención de un personaje.,,Indicar que hay una aclaración del narrador.,,Señalar un personaje que ingresa en la historia.,,Aclarar el estado de ánimo de los protagonistas.,,Señalar la intervención de un personaje.
10°,Lenguaje,"En la historia, el tema de discusión de los amigos era sobre:",img/texto32.webp,El amor de una mujer que ya conocían.,,La duda de quién vio primero a una mujer en la playa.,,Quién necesitaba tener el amor de la mujer.,,Las mujeres bellas que van a meditar al mar.,,La duda de quién vio primero a una mujer en la playa.
10°,Lenguaje,"Lee el siguiente fragmento: “La plata fácil de los cultivos de coca los afectó negativamente hasta convertirlos casi en enemigos del Estado. Sin embargo, ese mismo suelo los salvó”. ¿Para qué se utiliza la expresión “Sin embargo” en el fragmento?",img/texto28.webp,Para añadir una idea que complementa la anterior.,,Para presentar una idea similar a la anterior.,,Para incluir una idea que explica la anterior.,,Para introducir una idea opuesta a la anterior.,,Para introducir una idea opuesta a la anterior.
10°,Lenguaje,"Lee el siguiente resumen de la película “Siete cabezas”: La película está basada en una historia de la Biblia acerca de un dragón de siete cabezas. En la película se narra la vida de un guardabosque, Marcos, quien enfrenta al dragón para guiar a dos biólogos que investigan la muerte masiva de aves que han sido mutiladas. Por esto, la película explora el miedo a la mutilación, tema que se ha tratado poco en el cine colombiano. De acuerdo con el texto, ¿cuál es el error del anterior resumen?",img/texto29.webp,"Según el resumen, el tema del miedo se ha tratado poco en el cine colombiano, pero eso no es lo que dice el texto.",,"Según el resumen, la película está basada solo en la Biblia, pero en el texto se dice que está basada en una enfermedad.",,"Según el resumen, la película explora el miedo a la mutilación, pero en el texto se dice que la película no es acerca del miedo.",,"Según el resumen, Marcos es un guardabosque que guía a dos biólogos, pero en el texto no se menciona que Marcos sea un guardabosque.",,"Según el resumen, la película está basada solo en la Biblia, pero en el texto se dice que está basada en una enfermedad."
10°,Lenguaje,"Según el autor del texto, el cine colombiano ha abordado poco el miedo. ¿Qué propósito podría tener explorar este tema en el contexto de una sociedad como la colombiana?",img/texto29.webp,Mostrar que el miedo es un sentimiento exclusivamente universal.,,Profundizar en cómo el miedo podría ayudar a comprendernos mejor como sociedad.,,Subrayar que el cine colombiano no es apto para tratar temas complejos.,,Destacar que el miedo no tiene impacto en la cultura nacional.,,Profundizar en cómo el miedo podría ayudar a comprendernos mejor como sociedad.
10°,Lenguaje,"Según el texto anterior, ¿en qué momento se asociaron cerca de 1.270 agricultores para consolidar la empresa Distrito Chocolate?",img/texto28.webp,Cuando se ganaron el premio Cacao de Oro.,,"Hace 15 años, cuando crearon 17 marcas de chocolate.",,Cuando los cultivos de coca los afectaron negativamente.,,"Hace 15 años, cuando abandonaron sus actividades ilegales.",,"Hace 15 años, cuando abandonaron sus actividades ilegales."
10°,Lenguaje,"Según el texto, los murciélagos utilizan la ecolocalización porque",img/texto31.webp,tienen visión limitada y de esta forma se orientan en la oscuridad.,,necesitan comunicarse con otros murciélagos durante el día.,,de esta manera natural se ocultan de sus depredadores.,,de esta forma logran desplazarse mientras llueve.,,tienen visión limitada y de esta forma se orientan en la oscuridad.
10°,Lenguaje,"Teniendo en cuenta la información que brinda, ¿qué otro título podría tener el texto anterior?",img/texto28.webp,La pobreza del campesinado.,,El cacao en Colombia.,,La erradicación de la droga.,,De la plata fácil a una empresa legal.,,De la plata fácil a una empresa legal.
10°,Lenguaje,"¿Qué revela la reacción inicial de Niko, Félix y Siso sobre la personalidad de los tres?",img/texto32.webp,Que son inseguros y temen acercarse a desconocidos.,,Que tienden a competir entre ellos por cualquier motivo.,,Que suelen evitar los conflictos.,,Que prefieren mantenerse alejados de la playa.,,Que tienden a competir entre ellos por cualquier motivo.
10°,Lenguaje,Considere el último párrafo del texto. ¿Por qué la autora cree que deberíamos indagar más sobre el miedo en el cine?,img/texto29.webp,Porque la película de Osorio muestra que es posible hacerlo.,,Porque el miedo es un sentimiento muy presente en nuestra sociedad.,,Porque el cine es un medio que ha explorado poco el tema del miedo.,,Porque el arte es una manera de indagar sobre los miedos de la sociedad.,,Porque el miedo es un sentimiento muy presente en nuestra sociedad.
10°,Lenguaje,En el texto prevalece una secuencia,img/texto31.webp,"narrativa, pues se cuenta una historia sobre un animal exótico.",,"instructiva, pues se dan pasos sobre cómo actuar en una situación.",,"argumentativa, ya que se defiende una opinión sobre un tema de interés.",,"explicativa, ya que se usan definiciones y ejemplos sobre un fenómeno.",,"explicativa, ya que se usan definiciones y ejemplos sobre un fenómeno."
10°,Lenguaje,Quien genera el conflicto en la historia es,img/texto32.webp,Niko.,,un barquero.,,la bella mujer.,,Siso.,,la bella mujer.
10°,Lenguaje,¿Cuál de las siguientes opciones es un resumen adecuado del primer párrafo del texto?,img/texto30.webp,"Debido a los factores geográficos y climáticos de las regiones donde habitaban, los humanos pudieron evolucionar de maneras diferentes. Esto dio como resultado la aparición de especies como el homo sapiens, el homo erectus y el homo neanderthalensis que desarrollaron rasgos diferentes entre sí.",,"Los humanos llegaron a la zona occidental de África hace 2,5 millones de años y, un tiempo después, se desplazaron a Europa y a Asia. Los humanos evolucionaron de maneras diferentes, dando lugar a especies diversas debido a las condiciones climáticas y geográficas donde habitaban.",,"Los humanos evolucionaron en el oriente de África y, años más tarde, se desplazaron al norte de ese continente, a Europa y a Asia. Los humanos evolucionaron de maneras diferentes, dando lugar a especies diversas debido a las condiciones climáticas y geográficas de los lugares donde habitaban.",,"Hace 2,5 millones de años, los seres humanos evolucionaron por primera vez. Pronto se fueron propagando por el mundo, evolucionando en especies muy distintas. Esto dio como resultado especies como el australopithecus, el homo erectus y el homo neanderthalensis que desarrollaron rasgos diferentes.",,"Los humanos evolucionaron en el oriente de África y, años más tarde, se desplazaron al norte de ese continente, a Europa y a Asia. Los humanos evolucionaron de maneras diferentes, dando lugar a especies diversas debido a las condiciones climáticas y geográficas de los lugares donde habitaban."
10°,Lenguaje,¿Cuál de los personajes demuestra mayor nerviosismo en el relato?,img/texto32.webp,"Niko, porque no podía dormir.",,"Félix, porque esperaba encontrar un cangrejo.",,"Siso, porque se paralizó al verla y pensó que era un fantasma.",,"La bella mujer, porque se fue sin despedirse.",,"Siso, porque se paralizó al verla y pensó que era un fantasma."
10°,Lenguaje,¿Cuál de los siguientes fragmentos presenta la idea central del texto?,img/texto28.webp,"“El anfitrión habitual es Juan Urbano, un agradable campesino que suele pasearse por las tiendas con su sombrero y su poncho”.",,“A los campesinos del occidente de Boyacá la tierra los privilegió y los castigó al mismo tiempo”.,,"“Urbano cuenta su historia en foros con altos funcionarios, conversatorios y en cualquier escenario público al que sea invitado”.",,“La plata fácil de los cultivos de coca los afectó negativamente hasta convertirlos casi en enemigos del Estado”.,,“A los campesinos del occidente de Boyacá la tierra los privilegió y los castigó al mismo tiempo”.
10°,Lenguaje,¿Cuál es el propósito del texto?,img/texto29.webp,Promocionar el cine de terror español a través de nuevas propuestas.,,Advertir sobre el impacto que puede tener la película en los espectadores.,,Recomendar una película a través de la exposición de sus características.,,Explicar en qué consiste el Desorden de Identidad de Integridad Corporal.,,Recomendar una película a través de la exposición de sus características.
10°,Lenguaje,¿Cuál es el propósito principal del autor del texto?,img/texto30.webp,Hacer una presentación de un tema científico para un público general.,,Dar una explicación científica para un público especializado en el tema.,,Formular una hipótesis para solucionar el problema dado en el texto.,,Relatar de manera literaria un hecho de ficción para entretener al lector.,,Hacer una presentación de un tema científico para un público general.
10°,Lenguaje,¿Cuál es el tema principal del texto?,img/texto30.webp,La diversidad de formas en que los humanos han evolucionado.,,"La historia de la evolución de nuestra especie, el homo sapiens.",,La historia de la evolución de la especie homo neanderthalensis.,,Las condiciones climáticas que los distintos humanos han vivido.,,La diversidad de formas en que los humanos han evolucionado.
10°,Lenguaje,¿Cuál es la intención del autor al mostrar tres versiones distintas del encuentro con la mujer?,img/texto32.webp,Sugerir que uno de ellos miente.,,Mostrar cómo cada personaje interpreta la realidad desde su subjetividad.,,Hacer que el lector descubra quién vio realmente primero a la mujer.,,Generar confusión para crear un misterio sin resolver.,,Mostrar cómo cada personaje interpreta la realidad desde su subjetividad.
10°,Lenguaje,¿Cómo afecta la lluvia al proceso de ecolocalización en los murciélagos?,img/texto31.webp,"Incrementa la velocidad de las ondas sonoras, facilitando la detección de presas.",,"Interfiere con las ondas emitidas, dificultando la orientación y localización de presas.",,"Amplifica los ecos recibidos, permitiendo un mayor alcance de detección.",,"Reduce la sensibilidad auditiva de los murciélagos, impidiendo la emisión de sonidos.",,"Interfiere con las ondas emitidas, dificultando la orientación y localización de presas."
10°,Lenguaje,¿Hace cuántos años ocurrió el desplazamiento de los humanos hacia Europa y Asia?,img/texto30.webp,Hace 1.000 años.,,Hace 500.000 años.,,Hace 2 millones de años.,,"Hace 2,5 millones de años.",,Hace 2 millones de años.
10°,Lenguaje,¿Por qué Félix descarta la idea de que la mujer sea un fantasma?,img/texto32.webp,Porque la vio claramente bajo la luz de la luna.,,Porque los fantasmas no huelen a perfume europeo.,,Porque la escuchó hablar con Niko.,,Porque Siso le aseguró que era real.,,Porque los fantasmas no huelen a perfume europeo.
10°,Lenguaje,¿Qué crítica social podría sugerirse a partir de la actitud de los tres amigos?,img/texto32.webp,Que los jóvenes suelen temer a lo desconocido.,,Que las personas frecuentemente idealizan a quienes apenas conocen.,,Que los hombres siempre desconfían entre ellos.,,Que la sociedad no aprecia la belleza natural.,,Que las personas frecuentemente idealizan a quienes apenas conocen.
10°,Lenguaje,¿Qué efecto provoca en los muchachos la presencia de la mujer?,img/texto32.webp,Les genera un sentimiento de competencia y rivalidad.,,Les produce miedo y evitan acercarse.,,Los hace reflexionar sobre su amistad.,,Los obliga a regresar al pueblo de inmediato.,,Les genera un sentimiento de competencia y rivalidad.
10°,Lenguaje,¿Qué estrategia utiliza el autor del texto para ilustrar que ha habido diversas especies humanas?,img/texto30.webp,Señalar que los seres humanos evolucionaron en África a partir de un género distinto de simios conocidos como Australopithecus.,,"Nombrar las diferentes clases de humanos que han existido, como el homo sapiens, el homo erectus y el homo neanderthalensis.",,"Argumentar que los homo sapiens no vivirán más de 1.000 años más, mientras que el homo erectus vivió por dos millones de años.",,"Enumerar las condiciones de los diferentes lugares en que habitaban los humanos, que llevaron a la evolución de distintas especies.",,"Nombrar las diferentes clases de humanos que han existido, como el homo sapiens, el homo erectus y el homo neanderthalensis."
10°,Lenguaje,¿Qué función cumple el escenario nocturno en la playa dentro del relato?,img/texto32.webp,Crear un ambiente misterioso que favorece la aparición de la mujer.,,Mostrar que los muchachos prefieren el mar al pueblo.,,Indicar que los personajes viven cerca del muelle.,,Explicar por qué la mujer meditaba en un tronco.,,Crear un ambiente misterioso que favorece la aparición de la mujer.
10°,Lenguaje,¿Qué indica el hecho de que los tres amigos interpreten la sonrisa como dirigida a cada uno?,img/texto32.webp,Que ella realmente se enamoró de uno solo.,,Que los tres estaban engañados por Siso.,,Que tenían deseos y percepciones condicionadas por sus emociones.,,Que la mujer quería manipularlos.,,Que tenían deseos y percepciones condicionadas por sus emociones.
10°,Lenguaje,¿Qué relación simbólica existe entre la enfermedad mencionada y el conflicto interno del protagonista de “Siete cabezas”? ,,Ambas reflejan un miedo a lo desconocido y la necesidad de transformación.,,La enfermedad es una metáfora directa del apocalipsis en la Biblia.,,Ambas representan el rechazo total a la naturaleza.,,La enfermedad y el conflicto interno solo comparten un enfoque científico.,,Ambas reflejan un miedo a lo desconocido y la necesidad de transformación.
10°,Lenguaje,¿Qué significado tiene la sonrisa de la bella mujer al final de la historia?,img/texto32.webp,Confirma que ella eligió a uno de los tres muchachos.,,Representa un gesto amable que cada uno interpreta según su propio deseo.,,Demuestra que ella sabía de la disputa y quiso burlarse de ellos.,,Indica que no estaba interesada en ninguno de los muchachos.,,Representa un gesto amable que cada uno interpreta según su propio deseo.
10°,Lenguaje,¿Qué sugiere la actitud de la mujer al decir “Con permiso”?,img/texto32.webp,Que buscaba iniciar una conversación con ellos.,,Que estaba molesta por la discusión.,,Que quería retirarse con discreción y respeto.,,Que deseaba aclarar la situación con los amigos.,,Que quería retirarse con discreción y respeto.
10°,Lenguaje,¿Qué tipo de narrador presenta la historia?,img/texto32.webp,Narrador protagonista.,,Narrador testigo.,,Narrador omnisciente en tercera persona.,,Narrador en segunda persona.,,Narrador omnisciente en tercera persona.
10°,Lenguaje,“Cerca de 1.270 agricultores de esta región abandonaron sus actividades ilegales hace 15 años y se asociaron para consolidar la empresa Distrito Chocolate”. ¿Cuál de las siguientes palabras significa lo contrario de la palabra “ilegales”?,img/texto28.webp,Permitidas.,,Habituales.,,Inmorales.,,Dudosas.,,Permitidas.
10°,Matemáticas,"A un productor de bebidas le gustaría probar la confiabilidad de dos procesos de producción de jugo de naranja y sidra de manzana respectivamente. Una revisión del proceso de manufactura del jugo de naranja encontró que el 10% de las botellas no se han llenado al nivel correcto. Una revisión del proceso de manufactura de la sidra de manzana encontró que el 15% de las botellas no se han llenado al nivel correcto. Si dos botellas son seleccionadas al azar (una de cada proceso), ¿Cuál es la probabilidad de seleccionar una sin llenar de jugo de naranja y una sin llenar de sidra de manzana?",img/botella_bebidas.webp,0.015,,0.10,,0.15,,0.25,,0.015
10°,Matemáticas,"Al final de cada mes, Katie ahorra el 20 por ciento de su salario después de los impuestos. Si a katie se le cobra impuestos con una tasa del 25 por ciento y S representa el salario mensual antes de los impuestos, ¿Cuál de las siguientes expresiones representa el total de los ahorros de Katie al final de seis meses?",img/alcancia.webp,0.9S,,1.5S,,2.2S,,2.8S,,0.9S
10°,Matemáticas,"Alex conduce de la ciudad A la ciudad B a una tasa de 60 kilómetros por hora. Si usa 2 galones de combustible por cada 50 millas, ¿cuántos galones de combustible necesitará para conducir durante 5 horas y así visitar a su familia en la ciudad B? (1 milla = 1.6 kilómetros)",img/gasolina.webp,7.5,,9.5,,11.5,,13.5,,7.5
10°,Matemáticas,"Dado f(x)=x²+4x−3 , encuentre f(−3)",,-3,,-6,,0,,18,,-6
10°,Matemáticas,"El 15 de abril del 2015 Jorge compra 10 acciones de Bling-Bling Inc. al precio de $450 por acción. El precio de las acciones de Bling-Bling se incrementó a $600 el 15 de julio del 2015. ¿Cuál es el incremento del porcentaje en el valor de las acciones de Jorge redondeado al porcentaje más cercano?",img/crecimiento.webp,25%,,33%,,45%,,67%,,33%
10°,Matemáticas,"El valor de una computadora disminuye 12% cada año. Si su precio inicial fue $1500, ¿cuál será su valor después de 2 años?",img/portatil.webp,$1158.00,,$1320.00,,$1161.60,,$150.00,,$1161.60
10°,Matemáticas,"Emma necesita ordenar fertilizante líquido para su compañía de jardinería. Ella piensa guardar el fertilizante en un tanque cilíndrico, pero no está segura cuanto fertilizante le cabe. El tanque mide 10 pies de altura y la base circular tiene un radio de 5 pies. ¿Cuál es volumen de este tanque de almacenamiento?",img/cilindro.webp,"1,570 ft³",,"3,140 ft³",,157 ft³,,785 ft³,,785 ft³
10°,Matemáticas,"En una clase hay 25 estudiantes. Si el 40% son mujeres, ¿cuántos son hombres?",img/niñas_niños.webp,10,,14,,15,,20,,15
10°,Matemáticas,"La gráfica de una función pasa por los puntos (0,4) y (3,13). ¿Cuál es su ecuación si es lineal?",,y=3x+4,,y=4x+3,,y=2x+4,,y=3x−4,,y=3x+4
10°,Matemáticas,"Resuelve la desigualdad: 4(3−x) ≥ 2x + 8",,x ≤ 1,,x ≤ 2/3,,x ≥ −1,,x ≤ −1,,x ≤ 2/3
10°,Matemáticas,"Si 10 pulgadas en un mapa representan una distancia actual de 100 pies, entonces ¿qué distancia real es representada por 25 pulgadas en el mapa?",img/perimetro_casa.webp,25 pies,,100 pies,,150 pies,,250 pies,,250 pies
10°,Matemáticas,"Si (x−2)(x+7)=x²+ax+b, ¿cuáles son los valores de a y b?",,5 y −14,,7 y −14,,5 y 14,,−5 y 14,,5 y −14
10°,Matemáticas,"Si a=−4 , y b=3 , ¿cuál es |a−b| ?",,1,,3,,4,,7,,7
10°,Matemáticas,"Si f(x)=2x²−5x+3, calcula f(4)",,15,,17,,19,,21,,15
10°,Matemáticas,"Sofía está manejando a Texas. Ella viaja a 70 kilómetros por hora por cada 2 horas, y a 63 kilómetros por hora cada 5 horas. En un período de 7 horas ¿Cuál es la velocidad promedio de Sofía?",img/velocimetro.webp,64 km/h,,65 km/h,,66 km/h,,67 km/h,,65 km/h
10°,Matemáticas,"Una caja contiene 6 bolas rojas, 5 azules y 9 verdes. Si se extrae una al azar, ¿cuál es la probabilidad de que NO sea azul?",img/caja_bolas.webp,10/11,,9/20,,11/20,,15/20,,15/20
10°,Matemáticas,"Una compañía de teléfono cobra $2 por los primeros cinco minutos de una llamada y 30 centavos por cada minuto después. Si Bill hace una llamada que dura 25 minutos, ¿cuánto será el costo de esa llamada?",img/telefono.webp,$8.00,,$8.50,,$9.00,,$9.50,,$8.00
10°,Matemáticas,"Una fábrica produce 500 teléfonos por mes. El costo de manufactura por cada teléfono es de $200. Si la compañía desea tener una ganancia total de $10,000 o más en 500 teléfonos, ¿Cuál de las siguientes desigualdades nos dará el precio de venta Y por cada teléfono para poder obtener la ganancia deseada?",img/telefono_pantalla.webp,500Y + 200 ≥ 300,,"500Y − 100,000 ≥ 10,000",,"500Y + 200 ≥ 10,000",,"500Y − 200 ≤ 10,000",,"500Y − 100,000 ≥ 10,000"
10°,Matemáticas,"Una tienda ofrece un 15% de descuento sobre un artículo que cuesta $240. Si además se aplica un impuesto del 8%, ¿cuál es el precio final a pagar?",img/descuento.webp,$198.72,,$205.00,,$220.32,,$230.50,,$220.32
10°,Matemáticas,"¿Cuál es el resultado simplificado de la expresión: (5x⁻² y³)(2x⁴ y⁻¹)?",,10x²y²,,7x²y²,,10x⁶y⁻⁴,,10x²y⁴,,10x²y²
10°,Matemáticas,"¿Cuál es la ecuación de la línea que pasa a través de los puntos A(1, 2) y B(4, 3)?",,y=x+5,,y=1/3x+5,,y=1/3x+5/3,,y=x+5/3,,y=1/3x+5/3
10°,Matemáticas,"¿Cuál es la pendiente de la recta perpendicular a y=−1/2x+9?",,2,,−2,,1/2,,−1/2,,2
10°,Matemáticas,"¿Cuál opción muestra el orden de menor a mayor en los siguientes números? 0.4, 1/6, 1/3, 0.16, 3/22",img/menor_mayor.webp,"3/22, 0.16, 1/3, 1/6, 0.4",,"3/22 0.16, 1/6, 1/3, 0.4",,"0.16, 3/22, 1/6, 0.4, 1/3",,"0.16, 3/22, 1/6, 1/3, 0.4",,"3/22 0.16, 1/6, 1/3, 0.4"
10°,Matemáticas,"¿Cuántas contraseñas se pueden formar del conjunto de letras {A, B, C, D} si cada letra se puede usar solo una vez?",img/clave.webp,6,,24,,120,,720,,24
10°,Matemáticas,Factoriza: 4y(3x+2)−2(3x+2),,(4y− 2)(3x+ 2),,(3x− 2)(4y+ 2),,(4y+ 2)(6x),,(3x+ 2)(4y+ 2),,(4y− 2)(3x+ 2)
10°,Matemáticas,Hace cinco años Amy tenía tres veces más edad que Mike. Si Mike tiene 10 años ahora ¿Qué edad tiene Amy?,img/sister_brother.webp,15,,20,,25,,30,,20
10°,Matemáticas,Joe tiene un presupuesto de $300 para gastar en los días festivos. Joe decide comprar zapatos para sus nietos. Si cada par de zapatos cuesta $40 y Joe tiene n nietos ¿Cuál de las siguientes desigualdades representa la restricción presupuestaria de Joe?,img/zapatos.webp,40n>300,,40+n>300,,40+n≤300,,40n≤300,,40n≤300
10°,Matemáticas,Resuelve (3x+4y)(2x+5y)=?,,3x²+ 8xy + 20y²,,3x²+ 15xy + 20y²,,6x²+ 15xy + 20y²,,6x²+ 23xy + 20y²,,6x²+ 23xy + 20y²
10°,Matemáticas,Si el área de un círculo es de 100π . ¿Cuál es el diámetro (D) del círculo?,img/diametro_radio.webp,10,,20,,30,,40,,20
10°,Matemáticas,Un rectángulo está cortado a la mitad para crear dos cuadrados los cuales tienen un área de 25 cada uno. ¿Cuál es el perímetro del rectángulo original? ,img/perimetro_rectangulo.webp,100,,30,,50,,25,,30
10°,Matemáticas,¿Cuál de las siguientes expresiones es equivalente a 3x(2+5y)?,,3x + 5y,,6x + 5y,,6x+ 15y,,6x + 15xy,,6x + 15xy
10°,Matemáticas,¿Cuál es la pendiente de la línea y=3x−7 ?,,2,,3,,5,,7,,3
10°,Matemáticas,¿Cuál es la probabilidad de seleccionar un hombre de un grupo de 4 hombres y 8 mujeres?,img/grupo.webp,1/3,,1/2,,2/3,,4/5,,1/3
10°,Matemáticas,¿Cuáles son las soluciones a la siguiente ecuación? x²+8x+15=0,,"(2, 3)",,"(3, 5)",,"(−2, −3)",,"(−3, −5)",,"(−3, −5)"
10°,Matemáticas,¿Si y=3ab+2b³ a qué equivale y cuando a=1 y b=2?,,16,,18,,20,,22,,22
11°,Inglés,"Choose the correct option to complete the sentence: If I had more time, I ___ travel around the world.",img/conditional.webp,would,,will,,can,,am going to,,would
11°,Inglés,"Choose the correct option: The students were able to finish the project on time ___ their excellent teamwork.",img/linking_words.webp,because of,,although,,however,,unless,,because of
11°,Inglés,"Choose the correct reported speech: He said: “I am studying now.”",img/reported_speech.webp,"He said that he was studying then.",,"He said that he is studying now.",,"He says that he was studying now.",,"He said that he was study then.",,"He said that he was studying then."
11°,Inglés,"Choose the option that best completes the statement: The book was so engaging ___ I read it in one day.",img/so_that.webp,that,,than,,because,,when,,that
11°,Inglés,"Read the advertisement: “Looking for someone passionate about learning and committed to excellence. Join our team and grow with us!” What is the purpose of the ad?",img/advertisement.webp,"to attract potential employees",,"to promote an academic course",,"to announce a scholarship",,"to sell learning materials",,"to attract potential employees"
11°,Inglés,"Read the dialogue: Mark: I can't believe the results! Tina: I told you the test was tricky. Mark: Yeah… I should have prepared better. What does Mark mean by “I should have prepared better”?",img/dialogue.webp,"He regrets not studying enough.",,"He believes the test was unfair.",,"He thinks the teacher didn’t explain well.",,"He wants to retake the test.",,"He regrets not studying enough."
11°,Inglés,"Read the following short text: “The documentary highlights the impact of plastic waste on marine life and calls for immediate global action.”  What is the text mainly about?",img/documentary.webp,"the environmental damage caused by plastic waste",,"the economic value of marine species",,"the history of environmental documentaries",,"the benefits of recycling companies",,"the environmental damage caused by plastic waste"
11°,Inglés,"Read the sentence: “The company aims to reduce its carbon footprint by implementing sustainable practices.” The phrase “carbon footprint” refers to:",img/carbon_footprint.webp,"the amount of pollution a company produces",,"the money a company spends on energy",,"the size of the company’s facilities",,"the number of employees working there",,"the amount of pollution a company produces"
11°,Inglés,"Read the sentence: “The manager encouraged the team to think outside the box.” The expression “think outside the box” means:",img/idiom.webp,"to think creatively",,"to follow strict rules",,"to avoid risks",,"to work individually",,"to think creatively"
11°,Inglés,"Read the text: “Maria didn’t attend the meeting because she had been informed too late.” What can be inferred?",img/inference.webp,"She didn’t know about the meeting in time.",,"She forgot the meeting date.",,"She chose not to attend.",,"She was responsible for planning the meeting.",,"She didn’t know about the meeting in time."
11°,Inglés,"Read the text: “The new policy will take effect next semester. Until then, the current rules must be followed.” The expression “until then” indicates:",img/cohesion.webp,"a temporary situation that will change",,"a permanent rule",,"a condition that must be met",,"a cause–effect relationship",,"a temporary situation that will change"
11°,Inglés,"Select the correct phrasal verb: We need to ___ the meeting until next week.",img/phrasal_verbs.webp,put on,,put out,,put off,,put in,,put off
11°,Inglés,"Select the sentence in which “despite” is used correctly:",img/despite.webp,"Despite the rain, we continued playing.",,"Despite it was raining, we continued playing.",,"Despite of the rain, we continued playing.",,"We continued playing despite was raining.",,"Despite the rain, we continued playing."
11°,Inglés,"Select the sentence with correct punctuation:",img/punctuation.webp,"When I arrived, the meeting had already started.",,"When I arrived the meeting, had already started.",,"When I arrived the meeting had already started.",,"When, I arrived the meeting had already started.",,"When I arrived, the meeting had already started."
11°,Inglés,"What does the word “achievement” mean?",img/vocabulary.webp,"a successful accomplishment",,"a difficult problem",,"a future plan",,"an unexpected failure",,"a successful accomplishment"
11°,Inglés,"What is the correct comparative form of “efficient”?",img/comparative.webp,more efficient,,efficienter,,most efficient,,more efficiency,,more efficient
11°,Inglés,"Which option completes the sentence correctly? She has lived in this city ___ 2010.",img/since_for.webp,for,,since,,during,,from,,since
11°,Inglés,"Which sentence is written in the passive voice?",img/passive_voice.webp,"The teacher explains the lesson.",,"The lesson is explained by the teacher.",,"The students completed the task.",,"They study every afternoon.",,"The lesson is explained by the teacher."
11°,Inglés,"Which sentence uses the future perfect correctly?",img/future_perfect.webp,"By next year, she will have finished her degree.",,"She will finished her degree next year.",,"She will have finish her degree.",,"By next year, she will finish to her degree.",,"By next year, she will have finished her degree."
